ID,Score
1,0.3333333333333333
2,1.0
3,0.3333333333333333
4,0.8588235294117647
5,0.8411764705882353
6,0.3333333333333333
7,0.3333333333333333
8,0.3333333333333333
9,0.3333333333333333
10,0.3333333333333333
11,0.3333333333333333
12,0.3333333333333333
13,0.9411764705882353
14,0.3333333333333333
15,0.3333333333333333
16,0.3333333333333333
17,0.8411764705882353
18,0.9176470588235294
19,0.8411764705882353
20,0.3333333333333333
21,0.3333333333333333
22,0.3333333333333333
23,0.8705882352941177
24,0.9470588235294117
25,0.9470588235294117
26,0.9058823529411765
27,0.3333333333333333
28,0.8764705882352941
29,0.3333333333333333
30,0.3333333333333333
31,0.9058823529411765
32,0.3333333333333333
33,0.3333333333333333
34,0.9176470588235294
35,0.3333333333333333
36,0.3333333333333333
37,0.8823529411764706
38,0.8588235294117647
39,0.8588235294117647
40,0.8470588235294118
41,0.3333333333333333
42,0.3333333333333333
43,0.3333333333333333
44,0.9
45,0.9647058823529412
46,0.8058823529411765
47,0.3333333333333333
48,0.7764705882352941
49,0.7764705882352941
50,0.3333333333333333
51,0.3333333333333333
52,0.788235294117647
53,0.9823529411764705
54,0.9823529411764705
55,0.3333333333333333
56,0.9647058823529412
57,0.3333333333333333
58,0.3333333333333333
59,0.3333333333333333
60,0.7705882352941177
61,0.9058823529411765
62,0.3333333333333333
63,0.3333333333333333
64,0.9117647058823529
65,0.8411764705882353
66,0.3333333333333333
67,0.9411764705882353
68,0.3333333333333333
69,0.3333333333333333
70,0.3333333333333333
71,0.3333333333333333
72,0.3333333333333333
73,0.8411764705882353
74,0.3333333333333333
75,0.3333333333333333
76,0.3333333333333333
77,0.8294117647058824
78,0.8823529411764706
79,0.7764705882352941
80,0.8411764705882353
81,0.888235294117647
82,0.9823529411764705
83,0.3333333333333333
84,0.3333333333333333
85,0.8529411764705882
86,0.8647058823529412
87,0.3333333333333333
88,0.9117647058823529
89,0.3333333333333333
90,0.8705882352941177
91,0.3333333333333333
92,0.8941176470588236
93,0.3333333333333333
94,0.3333333333333333
95,0.3333333333333333
96,0.8941176470588236
97,0.7705882352941177
98,0.8941176470588236
99,0.8352941176470589
100,0.8294117647058824
